nota_midi,tempo_inicio,duracao_segundos
69,0.0,0.4054055
71,0.4054055,0.36317576041666666
72,0.7685812604166666,0.4054055000000001
76,1.1739867604166667,0.4054055000000001
68,1.5793922604166668,0.4054055000000001
69,1.984797760416667,0.4476352395833332
65,2.432433,1.6427368697916669
64,4.075169869791667,0.3834460354166662
66,4.458615905208333,0.40540549999999964
68,4.864021405208333,0.40540549999999964
69,5.2694269052083325,0.42652036979166663
71,5.695947274999999,0.40540549999999964
74,6.101352774999999,0.40540549999999964
77,6.506758274999998,0.3834460354166671
76,6.8902043104166655,0.40625009479166696
74,7.296454405208332,0.4045609052083332
71,7.701015310416666,0.36317576041666744
72,8.064191070833333,0.40540550000000053
69,8.469596570833334,0.38429063020833354
71,8.853887201041667,0.8750002041666658
69,9.728887405208333,0.3834460354166662
71,10.112333440625,0.38429063020833354
72,10.496624070833333,0.40540550000000053
76,10.902029570833333,0.40540550000000053
68,11.307435070833334,0.4045609052083332
69,11.711995976041667,0.40625009479166607
77,12.118246070833333,0.7888515354166667
76,12.90709760625,0.8310812750000007
74,13.73817888125,0.8327704645833336
67,14.570949345833334,0.4045609052083332
69,14.975510251041667,0.38513522500000086
71,15.360645476041668,0.38429063020833354
74,15.744936106250002,0.40540550000000053
66,16.150341606250002,0.4256757749999984
67,16.57601738125,0.40540550000000053
76,16.98142288125,0.8327704645833336
74,17.814193345833335,0.8521961447916659
72,18.666389490625,0.36317576041666655
76,19.029565251041667,0.38429063020833354
79,19.41385588125,0.40540550000000053
76,19.81926138125,0.40540550000000053
74,20.224666881250002,0.404560905208335
72,20.629227786458337,0.38429063020833354
71,21.01351841666667,0.38429063020833354
72,21.397809046875004,0.4476352395833345
67,21.84544428645834,1.0236488874999985
69,22.869093173958337,0.19256761249999954
71,23.061660786458337,0.19256761249999954
72,23.254228398958336,0.23395275729166798
74,23.488181156250004,0.17145274270833255
76,23.659633898958337,0.2119932927083319
77,23.87162719166667,0.36317576041666655
79,24.234802952083335,0.21368248229166653
77,24.448485434375,0.23395275729166798
76,24.68243819166667,0.19256761249999954
79,24.87500580416667,0.21368248229166653
77,25.088688286458336,0.191723017708334
76,25.28041130416667,0.2770270916666675
74,25.557438395833337,0.21368248229166653
77,25.771120878125004,0.212837887500001
76,25.983958765625005,0.21368248229166653
74,26.19764124791667,0.19256761249999954
72,26.39020886041667,0.191723017708334
76,26.581931878125005,0.2559122218750005
69,26.837844100000005,1.0447637572916655
71,27.88260785729167,0.19256761249999954
72,28.07517546979167,0.212837887500001
74,28.28801335729167,0.19256761249999954
76,28.48058096979167,0.212837887500001
77,28.69341885729167,0.21368248229166653
79,28.90710133958334,0.17820950104166755
81,29.085310840625006,0.191723017708334
79,29.27703385833334,0.23395275729166798
77,29.510986615625008,0.19341220729166508
81,29.704398822916673,0.23395275729166798
79,29.93835158020834,0.191723017708334
77,30.130074597916675,0.21368248229166653
76,30.34375708020834,0.191723017708334
79,30.535480097916675,0.21368248229166653
77,30.749162580208342,0.19256761249999954
76,30.94173019270834,0.212837887500001
74,31.154568080208342,0.21368248229166653
77,31.36825056250001,0.212837887500001
83,31.58108845000001,0.36317576041666655
84,31.944264210416677,0.23479735208333352
86,32.17906156250001,0.191723017708334
84,32.370784580208344,0.16976355312500147
83,32.540548133333346,0.21368248229166653
81,32.75423061562501,0.21368248229166653
79,32.96791309791668,0.212837887500001
77,33.18075098541668,0.21368248229166653
76,33.394433467708346,0.212837887500001
77,33.60727135520835,0.17145274270833255
74,33.77872409791668,0.23479735208333352
76,34.01352145000001,0.40540550000000053
74,34.418926950000014,0.23395275729166798
72,34.65287970729168,0.212837887500001
79,34.86571759479168,0.36317576041666655
81,35.22889335520835,0.383446035416668
76,35.61233939062502,0.38429063020833354
74,35.99663002083335,0.19256761249999954
72,36.18919763333335,0.2559122218750005
72,36.44510985520835,1.8986490916666696
