media_simples,media_ponderada,desvio_padrao
53.375,53.2677813163482,5.588772226527039
54.75,54.600156698876994,5.717298313014636
54.8125,54.13954635108482,6.2171009120007055
55.125,55.191981495759435,4.960783708246107
53.0625,53.15047518479408,3.715991624048687
55.3125,55.2590437642297,1.9273929931386593
56.0,56.0070521861777,3.6514837167011076
